orderID,subj_gla,gla_clean,gla_diff,subj_lot_size,lot_size_clean,lot_size_diff,subj_bedrooms,bedrooms_clean,bedroom_diff,subj_bathrooms,bathrooms_clean,bathroom_diff,subj_room_count,room_count_clean,room_count_diff,subj_property_type,property_type_clean,same_property_type,subj_stories,stories_clean,same_storey_type,sale_date_clean,sold_recently_90,sold_recently_180,label,close_date_clean,id,close_price
4763087,1530.0,1553.0,23.0,,,,3.0,2.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-02-18,1,1,1,,,
4763087,1530.0,1483.0,47.0,,,,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2024-12-13,0,1,1,,,
4764094,1746.0,2100.0,354.0,6825.0,7726.0,901.0,3.0,4.0,1.0,2.5,2.5,0.0,7.0,8.0,1.0,Detached,Detached,1.0,Split Level,Split Level,1.0,2025-04-14,1,1,1,,,
4764094,1746.0,1688.0,58.0,6825.0,7623.0,798.0,3.0,3.0,0.0,2.5,1.5,1.0,7.0,6.0,1.0,Detached,Detached,1.0,Split Level,Split Level,1.0,2024-12-13,0,1,1,,,
4764094,1746.0,2298.0,552.0,6825.0,9110.0,2285.0,3.0,3.0,0.0,2.5,2.5,0.0,7.0,8.0,1.0,Detached,Detached,1.0,Split Level,2 Storey,0.0,2024-11-18,0,1,1,,,
4764103,1602.0,1306.0,296.0,3694.0,2604.0,1090.0,2.0,3.0,1.0,3.0,2.0,1.0,6.0,7.0,1.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2025-03-31,1,1,1,,,
4764103,1602.0,1334.0,268.0,3694.0,3348.0,346.0,2.0,3.0,1.0,3.0,2.0,1.0,6.0,6.0,0.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2025-03-23,1,1,1,,,
4764103,1602.0,1120.0,482.0,3694.0,1936.0,1758.0,2.0,3.0,1.0,3.0,2.0,1.0,6.0,6.0,0.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2024-12-05,0,1,1,,,
4761696,1751.0,1802.0,51.0,3358.0,2992.0,366.0,3.0,4.0,1.0,2.5,2.5,0.0,7.0,8.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2024-12-09,0,1,1,,,
4761696,1751.0,2131.0,380.0,3358.0,2893.0,465.0,3.0,3.0,0.0,2.5,2.5,0.0,7.0,7.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-03-29,1,1,1,,,
4761696,1751.0,1758.0,7.0,3358.0,4230.0,872.0,3.0,3.0,0.0,2.5,2.5,0.0,7.0,7.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-03-29,1,1,1,,,
4762154,1523.0,1816.0,293.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,6.0,7.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-02-24,1,1,1,,,
4762154,1523.0,2206.0,683.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,6.0,7.0,1.0,Condominium,Condominium,1.0,1 Storey,2 Storey,0.0,2024-11-21,0,1,1,,,
4762154,1523.0,1342.0,181.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2024-10-18,0,1,1,,,
4762330,2456.0,2367.0,89.0,5909.436,5382.0,527.4359999999997,4.0,4.0,0.0,2.5,3.0,0.5,10.0,10.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-07,1,1,1,,,
4762330,2456.0,2614.0,158.0,5909.436,5231.304,678.1319999999996,4.0,5.0,1.0,2.5,4.0,1.5,10.0,9.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-08,1,1,1,,,
4762330,2456.0,2608.0,152.0,5909.436,4940.676,968.7600000000002,4.0,4.0,0.0,2.5,2.0,0.5,10.0,9.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-27,1,1,1,,,
4762406,3332.0,2555.0,777.0,42495.0,169884.0,127389.0,5.0,3.0,2.0,2.5,3.0,0.5,10.0,7.0,3.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2025-01-25,1,1,1,,,
4762406,3332.0,1829.0,1503.0,42495.0,24650.0,17845.0,5.0,1.0,4.0,2.5,1.5,1.0,10.0,6.0,4.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2024-12-19,0,1,1,,,
4762406,3332.0,3024.0,308.0,42495.0,59396.0,16901.0,5.0,3.0,2.0,2.5,2.5,0.0,10.0,10.0,0.0,Detached,Detached,1.0,1.5 Storey,1.5 Storey,1.0,2024-06-28,0,0,1,,,
4761220,1525.0,1695.0,170.0,2619.0,2433.0,186.0,3.0,3.0,0.0,3.5,3.0,0.5,7.0,6.0,1.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2025-03-09,1,1,1,,,
4761220,1525.0,1572.0,47.0,2619.0,2647.0,28.0,3.0,3.0,0.0,3.5,3.5,0.0,7.0,7.0,0.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2025-04-02,1,1,1,,,
4761220,1525.0,1489.0,36.0,2619.0,2680.0,61.0,3.0,3.0,0.0,3.5,3.5,0.0,7.0,7.0,0.0,Semi Detached,Semi Detached,1.0,2 Storey,2 Storey,1.0,2025-03-04,1,1,1,,,
4761433,2895.0,2354.0,541.0,26700.0,131115.0,104415.0,4.0,3.0,1.0,3.0,2.5,0.5,10.0,7.0,3.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-02-21,1,1,1,,,
4761433,2895.0,2494.0,401.0,26700.0,11029.0,15671.0,4.0,4.0,0.0,3.0,3.0,0.0,10.0,7.0,3.0,Detached,Detached,1.0,1 Storey,2 Storey,0.0,2025-03-21,1,1,1,,,
4761433,2895.0,3774.0,879.0,26700.0,18036.0,8664.0,4.0,5.0,1.0,3.0,3.5,0.5,10.0,11.0,1.0,Detached,Detached,1.0,1 Storey,2 Storey,0.0,2024-09-20,0,0,1,,,
4761446,1678.0,1805.0,127.0,5663.0,5831.0,168.0,3.0,4.0,1.0,2.0,3.0,1.0,7.0,17.0,10.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-03-19,1,1,1,,,
4761446,1678.0,1741.0,63.0,5663.0,5900.0,237.0,3.0,4.0,1.0,2.0,3.0,1.0,7.0,9.0,2.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2024-11-16,0,1,1,,,
4761446,1678.0,2094.0,416.0,5663.0,6600.0,937.0,3.0,4.0,1.0,2.0,2.5,0.5,7.0,16.0,9.0,Detached,Detached,1.0,Bungalow,Split Level,0.0,2024-11-20,0,1,1,,,
4759647,2264.0,3167.0,903.0,33943.0,52500.0,18557.0,4.0,2.0,2.0,2.5,2.5,0.0,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-07,1,1,1,,,
4759647,2264.0,2343.0,79.0,33943.0,50853.0,16910.0,4.0,4.0,0.0,2.5,2.5,0.0,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-21,1,1,1,,,
4759647,2264.0,1664.0,600.0,33943.0,82700.0,48757.0,4.0,3.0,1.0,2.5,2.5,0.0,9.0,6.0,3.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-14,1,1,1,,,
4759723,2530.0,3574.0,1044.0,5987.0,6196.0,209.0,3.0,4.0,1.0,3.5,4.5,1.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-25,1,1,1,,,
4759723,2530.0,3756.0,1226.0,5987.0,5600.0,387.0,3.0,4.0,1.0,3.5,4.5,1.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-31,1,1,1,,,
4759723,2530.0,2442.0,88.0,5987.0,5823.0,164.0,3.0,3.0,0.0,3.5,3.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-05,1,1,1,,,
4760530,2149.0,2017.0,132.0,438082.92,436863.24,1219.679999999993,4.0,3.0,1.0,3.5,3.5,0.0,7.0,6.0,1.0,Detached,Detached,1.0,Bungalow Raised,Bungalow Raised,1.0,2025-03-28,1,1,1,,,
4760530,2149.0,2133.0,16.0,438082.92,53143.2,384939.72,4.0,3.0,1.0,3.5,3.0,0.5,7.0,7.0,0.0,Detached,Detached,1.0,Bungalow Raised,Bungalow,0.0,2024-12-03,0,1,1,,,
4760530,2149.0,2676.0,527.0,438082.92,64033.2,374049.72,4.0,4.0,0.0,3.5,4.5,1.0,7.0,11.0,4.0,Detached,Detached,1.0,Bungalow Raised,Bungalow,0.0,2024-09-06,0,0,1,,,
4760630,1840.0,2250.0,410.0,1742.0,2014.0,272.0,4.0,5.0,1.0,1.0,2.5,1.5,8.0,9.0,1.0,Townhouse,Townhouse,1.0,2.5 Storey,2.5 Storey,1.0,2025-01-20,1,1,1,,,
4760630,1840.0,1750.0,90.0,1742.0,1785.0,43.0,4.0,5.0,1.0,1.0,1.5,0.5,8.0,10.0,2.0,Townhouse,Townhouse,1.0,2.5 Storey,2.5 Storey,1.0,2025-03-26,1,1,1,,,
4760630,1840.0,1750.0,90.0,1742.0,986.0,756.0,4.0,6.0,2.0,1.0,2.0,1.0,8.0,10.0,2.0,Townhouse,Townhouse,1.0,2.5 Storey,2 Storey,0.0,2025-04-07,1,1,1,,,
4760651,1354.0,1200.0,154.0,3250.0,3400.0,150.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-21,1,1,1,,,
4760651,1354.0,1540.0,186.0,3250.0,3719.0,469.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-27,1,1,1,,,
4760651,1354.0,1320.0,34.0,3250.0,3148.0,102.0,3.0,3.0,0.0,1.5,1.5,0.0,6.0,6.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-17,0,1,1,,,
4760900,1573.4,1808.0,234.5999999999999,4058.028,3067.74,990.288,3.0,3.0,0.0,2.5,2.5,0.0,7.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-20,1,1,1,,,
4760900,1573.4,1801.0,227.5999999999999,4058.028,3035.448,1022.58,3.0,3.0,0.0,2.5,2.5,0.0,7.0,6.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-12,1,1,1,,,
4760900,1573.4,1640.0,66.59999999999991,4058.028,3379.896,678.1320000000001,3.0,3.0,0.0,2.5,2.5,0.0,7.0,7.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-10,1,1,1,,,
4742669,839.592,1011.816,172.22400000000005,4639.284,5295.888,656.6040000000003,2.0,2.0,0.0,2.0,2.0,0.0,4.0,5.0,1.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2024-11-22,0,1,1,,,
4742669,839.592,1011.816,172.22400000000005,4639.284,5414.292,775.0079999999998,2.0,2.0,0.0,2.0,1.0,1.0,4.0,5.0,1.0,Detached,Detached,1.0,Bungalow,1.5 Storey,0.0,2025-01-24,1,1,1,,,
4742669,839.592,839.592,0.0,4639.284,5392.764,753.4800000000005,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2024-12-26,1,1,1,,,
4752865,2974.0,2770.0,204.0,6512.219999999999,5532.696,979.5239999999994,4.0,4.0,0.0,2.5,2.5,0.0,8.0,8.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-11-01,0,1,1,,,
4752865,2974.0,2556.0,418.0,6512.219999999999,4628.52,1883.7,4.0,3.0,1.0,2.5,2.5,0.0,8.0,7.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-08-25,0,0,1,,,
4752865,2974.0,3364.0,390.0,6512.219999999999,7265.7,753.4800000000005,4.0,4.0,0.0,2.5,2.5,0.0,8.0,8.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-24,1,1,1,,,
4755196,2956.0,2596.0,360.0,3601.0,5541.0,1940.0,4.0,4.0,0.0,3.5,2.5,1.0,8.0,10.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-07,1,1,1,,,
4755196,2956.0,3351.0,395.0,3601.0,4085.0,484.0,4.0,4.0,0.0,3.5,3.5,0.0,8.0,10.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-31,1,1,1,,,
4755196,2956.0,3071.0,115.0,3601.0,4230.0,629.0,4.0,4.0,0.0,3.5,3.5,0.0,8.0,8.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-08,1,1,1,,,
4756192,1109.0,965.0,144.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,6.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-01-31,1,1,1,,,
4756192,1109.0,980.69,128.30999999999997,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,6.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-02-12,1,1,1,,,
4756192,1109.0,1037.62,71.38000000000011,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-03-27,1,1,1,,,
4756320,1580.0,1425.0,155.0,3552.12,2723.292,828.828,3.0,3.0,0.0,2.5,2.5,0.0,5.0,5.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-11-21,0,1,1,,,
4756320,1580.0,1580.0,0.0,3552.12,3745.872,193.75199999999995,3.0,3.0,0.0,2.5,2.5,0.0,5.0,5.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-10-12,0,1,1,,,
4756320,1580.0,1440.0,140.0,3552.12,4370.183999999999,818.0639999999994,3.0,3.0,0.0,2.5,2.5,0.0,5.0,5.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-27,1,1,1,,,
4756829,1587.0,1569.0,18.0,1868.0,1722.0,146.0,3.0,3.0,0.0,3.5,3.5,0.0,6.0,6.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-02-04,1,1,1,,,
4756829,1587.0,1740.0,153.0,1868.0,1941.0,73.0,3.0,3.0,0.0,3.5,2.5,1.0,6.0,7.0,1.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-02-21,1,1,1,,,
4756829,1587.0,1515.0,72.0,1868.0,2417.0,549.0,3.0,3.0,0.0,3.5,2.5,1.0,6.0,6.0,0.0,Townhouse,Townhouse,1.0,2 Storey,2 Storey,1.0,2025-02-16,1,1,1,,,
4757939,968.76,1065.636,96.87599999999998,6738.263999999999,5995.548,742.7159999999994,2.0,3.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,Detached,Detached,1.0,Bungalow,Bi-Level,0.0,2025-02-26,1,1,1,,,
4757939,968.76,624.312,344.448,6738.263999999999,5995.548,742.7159999999994,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-01-03,0,1,1,,,
4757939,968.76,947.232,21.52800000000002,6738.263999999999,5995.548,742.7159999999994,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,Detached,Detached,1.0,Bungalow,Bungalow,1.0,2025-01-06,0,1,1,,,
4757966,1039.0,1130.0,91.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,7.0,2.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-04-04,1,1,1,,,
4757966,1039.0,950.0,89.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,6.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-03-11,1,1,1,,,
4757966,1039.0,1060.09,21.08999999999992,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,6.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-03-12,1,1,1,,,
4758025,2809.404,3067.74,258.3359999999998,8191.404,7287.227999999999,904.1760000000012,4.0,3.0,1.0,3.5,3.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-09,0,1,1,,,
4758025,2809.404,2583.36,226.04400000000032,8191.404,5511.168,2680.236000000001,4.0,3.0,1.0,3.5,3.5,0.0,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-16,1,1,1,,,
4758025,2809.404,2475.72,333.6840000000002,8191.404,5877.143999999999,2314.260000000001,4.0,4.0,0.0,3.5,3.0,0.5,9.0,9.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-18,1,1,1,,,
4758316,789.0,934.0,145.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-04-03,1,1,1,,,
4758316,789.0,881.0,92.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,7.0,2.0,Condominium,Condominium,1.0,1 Storey,,,2025-02-13,1,1,1,,,
4758316,789.0,875.0,86.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,5.0,6.0,1.0,Condominium,Condominium,1.0,1 Storey,,,2025-03-15,1,1,1,,,
4758324,1094.0,1288.0,194.0,12600.0,51836.0,39236.0,3.0,3.0,0.0,2.0,2.0,0.0,6.0,5.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-02-21,1,1,1,,,
4758324,1094.0,1211.0,117.0,12600.0,67188.0,54588.0,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,1 Storey,Bi-Level,0.0,2025-01-10,1,1,1,,,
4758324,1094.0,1085.0,9.0,12600.0,93131.0,80531.0,3.0,3.0,0.0,2.0,1.0,1.0,6.0,6.0,0.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2024-10-25,0,1,1,,,
4758529,1176.0,1340.0,164.0,,,,2.0,3.0,1.0,2.0,2.0,0.0,6.0,5.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-02-04,1,1,1,,,
4758529,1176.0,853.0,323.0,,,,2.0,2.0,0.0,2.0,2.0,0.0,6.0,5.0,1.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-03-06,1,1,1,,,
4758529,1176.0,1043.0,133.0,,,,2.0,3.0,1.0,2.0,2.0,0.0,6.0,6.0,0.0,Condominium,Condominium,1.0,1 Storey,1 Storey,1.0,2025-02-27,1,1,1,,,
4758615,1334.0,1470.0,136.0,3253.0,4014.0,761.0,1.0,2.0,1.0,3.0,3.0,0.0,5.0,7.0,2.0,Townhouse,Townhouse,1.0,Bungalow,Bungalow,1.0,2024-09-25,0,0,1,,,
4758615,1334.0,1465.0,131.0,3253.0,4485.0,1232.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,9.0,4.0,Townhouse,Townhouse,1.0,Bungalow,Bungalow,1.0,2025-03-24,1,1,1,,,
4758615,1334.0,1475.0,141.0,3253.0,4842.0,1589.0,1.0,3.0,2.0,3.0,3.0,0.0,5.0,8.0,3.0,Townhouse,Townhouse,1.0,Bungalow,Bungalow,1.0,2025-04-04,1,1,1,,,
4758672,2010.0,1693.0,317.0,33661.0,28176.0,5485.0,3.0,4.0,1.0,2.5,1.5,1.0,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-01-17,1,1,1,,,
4758672,2010.0,1100.0,910.0,33661.0,21446.0,12215.0,3.0,3.0,0.0,2.5,2.0,0.5,9.0,6.0,3.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-12-13,0,1,1,,,
4758672,2010.0,2402.0,392.0,33661.0,24343.0,9318.0,3.0,4.0,1.0,2.5,2.0,0.5,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2024-09-23,0,0,1,,,
4759024,2647.944,2508.012,139.93200000000024,4929.911999999999,4197.96,731.9519999999993,5.0,3.0,2.0,4.0,3.5,0.5,9.0,7.0,2.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-02-18,1,1,1,,,
4759024,2647.944,2669.472,21.528000000000247,4929.911999999999,4133.376,796.5359999999991,5.0,5.0,0.0,4.0,4.0,0.0,9.0,9.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-03,1,1,1,,,
4759024,2647.944,2411.136,236.808,4929.911999999999,3584.412,1345.4999999999995,5.0,4.0,1.0,4.0,2.5,1.5,9.0,8.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-04,1,1,1,,,
4759088,1400.0,1382.0,18.0,37374.0,40000.0,2626.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,Detached,Detached,1.0,Bungalow Raised,Bungalow,0.0,2025-03-29,1,1,1,,,
4759088,1400.0,1182.0,218.0,37374.0,32393.0,4981.0,3.0,3.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,Detached,Detached,1.0,Bungalow Raised,Split Level,0.0,2025-02-06,1,1,1,,,
4759088,1400.0,864.0,536.0,37374.0,48085.0,10711.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,Detached,Detached,1.0,Bungalow Raised,Bi-Level,0.0,2024-10-18,0,1,1,,,
4759260,864.0,1138.0,274.0,15936.0,8600.0,7336.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,6.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2025-03-28,1,1,1,,,
4759260,864.0,1092.0,228.0,15936.0,21730.0,5794.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,6.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2024-12-31,0,1,1,,,
4759260,864.0,889.0,25.0,15936.0,67082.0,51146.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,Detached,Detached,1.0,1 Storey,1 Storey,1.0,2024-10-18,0,1,1,,,
4759498,1774.0,1688.0,86.0,3137.0,2841.0,296.0,3.0,3.0,0.0,3.5,2.5,1.0,7.0,7.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-16,1,1,1,,,
4759498,1774.0,1453.0,321.0,3137.0,3907.0,770.0,3.0,3.0,0.0,3.5,1.5,2.0,7.0,6.0,1.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-03-27,1,1,1,,,
4759498,1774.0,1944.0,170.0,3137.0,3984.0,847.0,3.0,3.0,0.0,3.5,3.5,0.0,7.0,7.0,0.0,Detached,Detached,1.0,2 Storey,2 Storey,1.0,2025-04-04,1,1,1,,,
4759512,1795.0,1374.0,421.0,6300.0,22489.0,16189.0,3.0,3.0,0.0,1.5,1.0,0.5,7.0,6.0,1.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2024-12-20,0,1,1,,,
4759512,1795.0,1060.0,735.0,6300.0,7000.0,700.0,3.0,3.0,0.0,1.5,1.0,0.5,7.0,6.0,1.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2024-12-03,0,1,1,,,
4759512,1795.0,1921.0,126.0,6300.0,14738.0,8438.0,3.0,4.0,1.0,1.5,2.0,0.5,7.0,8.0,1.0,Detached,Detached,1.0,1.5 Storey,1 Storey,0.0,2024-09-21,0,0,1,,,
4759561,3137.0,1560.0,1577.0,14375.0,3796.0,10579.0,5.0,3.0,2.0,4.0,3.0,1.0,15.0,6.0,9.0,Duplex,Duplex,1.0,2 Storey,2 Storey,1.0,2025-03-31,1,1,1,,,
4759561,3137.0,1856.0,1281.0,14375.0,6500.0,7875.0,5.0,3.0,2.0,4.0,1.5,2.5,15.0,7.0,8.0,Duplex,Detached,0.0,2 Storey,2 Storey,1.0,2025-02-19,1,1,1,,,
4759561,3137.0,2302.0,835.0,14375.0,4000.0,10375.0,5.0,3.0,2.0,4.0,2.0,2.0,15.0,7.0,8.0,Duplex,Duplex,1.0,2 Storey,2 Storey,1.0,2024-05-18,0,0,1,,,
